GenerationIndex,GenerationTotalPackets,GenerationRedundancyUsed,MissedPackets,ReceivedPackets,RngResolution,PacketErrorRate,ConfiguredPacketErrorRate,Success,TriggeredByDecodingResult,TriggeredByCompleteLoss,Rank
15,9,10,5,14,19,0.2631579,0.15,True,True,False,9
16,9,10,5,14,19,0.2631579,0.15,True,True,False,9
17,9,10,4,15,19,0.21052632,0.15,True,True,False,9
18,9,10,3,16,19,0.15789473,0.15,True,True,False,9
19,9,10,2,17,19,0.10526316,0.15,True,True,False,9
20,9,10,0,19,19,0,0.15,True,True,False,9
21,17,10,2,15,17,0.11764706,0.15,False,False,False,0
22,12,10,2,10,12,0.16666667,0.15,False,False,False,0
0,9,10,4,15,19,0.21052632,0.2,True,True,False,9
1,9,10,3,16,19,0.15789473,0.2,True,True,False,9
2,18,10,4,14,18,0.22222222,0.2,False,False,False,0
3,9,10,3,16,19,0.15789473,0.2,True,True,False,9
4,9,10,2,17,19,0.10526316,0.2,True,True,False,9
5,9,10,3,16,19,0.15789473,0.2,True,True,False,9
6,9,10,4,15,19,0.21052632,0.2,True,True,False,9
7,18,10,7,11,18,0.3888889,0.2,False,False,False,0
8,17,10,5,12,17,0.29411766,0.2,False,False,False,0
9,9,10,5,14,19,0.2631579,0.2,True,True,False,9
10,9,10,3,16,19,0.15789473,0.2,True,True,False,9
11,9,10,6,13,19,0.31578946,0.2,True,True,False,9
12,18,10,2,16,18,0.11111111,0.2,False,False,False,0
13,18,10,1,17,18,0.055555556,0.2,False,False,False,0
14,9,10,2,17,19,0.10526316,0.2,True,True,False,9
15,9,10,4,15,19,0.21052632,0.2,True,True,False,9
16,9,10,5,14,19,0.2631579,0.2,True,True,False,9
17,9,10,3,16,19,0.15789473,0.2,True,True,False,9
18,9,10,4,15,19,0.21052632,0.2,True,True,False,9
19,18,10,4,14,18,0.22222222,0.2,False,False,False,0
20,18,10,3,15,18,0.16666667,0.2,False,False,False,0
21,9,10,4,15,19,0.21052632,0.2,True,True,False,9
22,10,10,3,7,10,0.3,0.2,False,False,False,0
0,9,10,6,13,19,0.31578946,0.25,True,True,False,9
1,9,10,2,17,19,0.10526316,0.25,True,True,False,9
2,9,10,2,17,19,0.10526316,0.25,True,True,False,9
3,9,10,7,12,19,0.36842105,0.25,True,True,False,9
4,9,10,4,15,19,0.21052632,0.25,True,True,False,9
5,9,10,4,15,19,0.21052632,0.25,True,True,False,9
6,18,10,3,15,18,0.16666667,0.25,False,False,False,0
7,9,10,6,13,19,0.31578946,0.25,True,True,False,9
8,9,10,5,14,19,0.2631579,0.25,True,True,False,9
9,9,10,3,16,19,0.15789473,0.25,True,True,False,9
10,9,10,4,15,19,0.21052632,0.25,True,True,False,9
11,9,10,6,13,19,0.31578946,0.25,True,True,False,9
12,18,10,7,11,18,0.3888889,0.25,False,False,False,0
13,9,10,3,16,19,0.15789473,0.25,True,True,False,9
14,9,10,3,16,19,0.15789473,0.25,True,True,False,9
15,9,10,1,18,19,0.05263158,0.25,True,True,False,9
16,18,10,2,16,18,0.11111111,0.25,False,False,False,0
17,17,10,2,15,17,0.11764706,0.25,False,False,False,0
18,9,10,4,15,19,0.21052632,0.25,True,True,False,9
19,9,10,9,10,19,0.47368422,0.25,True,True,False,9
20,18,10,4,14,18,0.22222222,0.25,False,False,False,0
21,9,10,6,13,19,0.31578946,0.25,True,True,False,9
22,11,10,2,9,11,0.18181819,0.25,False,False,False,0
0,18,10,4,14,18,0.22222222,0.3,False,False,False,0
1,18,10,3,15,18,0.16666667,0.3,False,False,False,0
2,9,10,6,13,19,0.31578946,0.3,True,True,False,9
3,18,10,4,14,18,0.22222222,0.3,False,False,False,0
4,18,10,3,15,18,0.16666667,0.3,False,False,False,0
5,18,10,4,14,18,0.22222222,0.3,False,False,False,0
6,18,10,7,11,18,0.3888889,0.3,False,False,False,0
7,9,10,2,17,19,0.10526316,0.3,True,True,False,9
8,18,10,3,15,18,0.16666667,0.3,False,False,False,0
9,9,10,8,11,19,0.42105263,0.3,True,True,False,9
10,9,10,5,14,19,0.2631579,0.3,True,True,False,9
11,9,10,8,11,19,0.42105263,0.3,True,True,False,9
12,18,10,6,12,18,0.33333334,0.3,False,False,False,0
13,17,10,6,11,17,0.3529412,0.3,False,False,False,0
14,9,10,7,12,19,0.36842105,0.3,True,True,False,9
15,9,10,4,15,19,0.21052632,0.3,True,True,False,9
16,9,10,6,13,19,0.31578946,0.3,True,True,False,9
17,18,10,6,12,18,0.33333334,0.3,False,False,False,0
18,18,10,3,15,18,0.16666667,0.3,False,False,False,0
19,18,10,5,13,18,0.2777778,0.3,False,False,False,0
20,9,10,5,14,19,0.2631579,0.3,True,True,False,9
21,9,10,5,14,19,0.2631579,0.3,True,True,False,9
22,11,10,3,8,11,0.27272728,0.3,False,False,False,0
0,18,10,5,13,18,0.2777778,0.35000002,False,False,False,0
1,17,10,2,15,17,0.11764706,0.35000002,False,False,False,0
2,9,10,4,15,19,0.21052632,0.35000002,True,True,False,9
3,9,10,6,13,19,0.31578946,0.35000002,True,True,False,9
4,9,10,8,11,19,0.42105263,0.35000002,True,True,False,9
5,9,10,5,14,19,0.2631579,0.35000002,True,True,False,9
6,9,10,6,13,19,0.31578946,0.35000002,True,True,False,9
7,9,10,6,13,19,0.31578946,0.35000002,True,True,False,9
8,17,10,9,8,17,0.5294118,0.35000002,False,False,False,0
9,9,10,8,11,19,0.42105263,0.35000002,True,True,False,9
10,18,10,6,12,18,0.33333334,0.35000002,False,False,False,0
11,9,10,3,16,19,0.15789473,0.35000002,True,True,False,9
12,17,10,8,9,17,0.47058824,0.35000002,False,False,False,0
13,9,10,6,13,19,0.31578946,0.35000002,True,True,False,9
14,18,10,4,14,18,0.22222222,0.35000002,False,False,False,0
15,18,10,6,12,18,0.33333334,0.35000002,False,False,False,0
16,9,10,4,15,19,0.21052632,0.35000002,True,True,False,9
17,18,10,3,15,18,0.16666667,0.35000002,False,False,False,0
18,9,10,6,13,19,0.31578946,0.35000002,True,True,False,9
19,9,10,4,15,19,0.21052632,0.35000002,True,True,False,9
20,18,10,7,11,18,0.3888889,0.35000002,False,False,False,0
21,9,10,10,9,19,0.5263158,0.35000002,True,True,False,9
22,12,10,3,9,12,0.25,0.35000002,False,False,False,0
0,17,10,1,16,17,0.05882353,0.40000004,False,False,False,0
1,18,10,5,13,18,0.2777778,0.40000004,False,False,False,0
2,9,10,8,11,19,0.42105263,0.40000004,True,True,False,9
3,9,10,4,15,19,0.21052632,0.40000004,True,True,False,9
4,9,10,9,10,19,0.47368422,0.40000004,True,True,False,9
5,9,10,9,10,19,0.47368422,0.40000004,True,True,False,9
6,9,10,9,10,19,0.47368422,0.40000004,True,True,False,9
7,16,10,8,8,16,0.5,0.40000004,False,False,False,0
8,18,10,2,16,18,0.11111111,0.40000004,False,False,False,0
9,9,10,6,13,19,0.31578946,0.40000004,True,True,False,9
10,9,10,8,11,19,0.42105263,0.40000004,True,True,False,9
11,9,10,6,13,19,0.31578946,0.40000004,True,True,False,9
12,9,10,6,13,19,0.31578946,0.40000004,True,True,False,9
13,9,10,7,12,19,0.36842105,0.40000004,True,True,False,9
14,9,10,7,12,19,0.36842105,0.40000004,True,True,False,9
15,9,10,9,10,19,0.47368422,0.40000004,True,True,False,9
16,17,10,6,11,17,0.3529412,0.40000004,False,False,False,0
17,18,10,8,10,18,0.44444445,0.40000004,False,False,False,0
18,9,10,9,10,19,0.47368422,0.40000004,True,True,False,9
19,9,10,7,12,19,0.36842105,0.40000004,True,True,False,9
20,18,10,9,9,18,0.5,0.40000004,False,False,False,0
21,18,10,8,10,18,0.44444445,0.40000004,False,False,False,0
22,11,10,3,8,11,0.27272728,0.40000004,False,False,False,0
0,9,10,8,11,19,0.42105263,0.45000005,True,True,False,9
1,18,10,6,12,18,0.33333334,0.45000005,False,False,False,0
2,18,10,8,10,18,0.44444445,0.45000005,False,False,False,0
3,9,10,6,13,19,0.31578946,0.45000005,True,True,False,9
4,9,10,10,9,19,0.5263158,0.45000005,True,True,False,9
5,9,10,9,10,19,0.47368422,0.45000005,True,True,False,9
6,9,10,7,12,19,0.36842105,0.45000005,True,True,False,9
7,18,10,5,13,18,0.2777778,0.45000005,False,False,False,0
8,9,10,8,11,19,0.42105263,0.45000005,True,True,False,9
9,14,10,5,9,14,0.35714287,0.45000005,False,False,False,0
10,9,10,9,10,19,0.47368422,0.45000005,True,True,False,9
11,18,10,4,14,18,0.22222222,0.45000005,False,False,False,0
12,9,10,8,11,19,0.42105263,0.45000005,True,True,False,9
13,9,10,7,12,19,0.36842105,0.45000005,True,True,False,9
14,15,10,6,9,15,0.4,0.45000005,False,False,False,0
15,17,10,4,13,17,0.23529412,0.45000005,False,False,False,0
16,9,10,8,11,19,0.42105263,0.45000005,True,True,False,9
17,18,10,6,12,18,0.33333334,0.45000005,False,False,False,0
18,9,10,7,12,19,0.36842105,0.45000005,True,True,False,9
19,17,10,7,10,17,0.4117647,0.45000005,False,False,False,0
20,18,10,7,11,18,0.3888889,0.45000005,False,False,False,0
21,9,10,9,10,19,0.47368422,0.45000005,True,True,False,9
