GenerationIndex,GenerationTotalPackets,GenerationRedundancyUsed,MissedPackets,ReceivedPackets,RngResolution,PacketErrorRate,ConfiguredPacketErrorRate,Success,TriggeredByDecodingResult,TriggeredByCompleteLoss,Rank
13,20,20,3,17,20,0.15,0.15,False,True,False,18
14,20,20,5,15,20,0.25,0.15,False,True,False,16
0,20,20,4,16,20,0.2,0.2,False,True,False,17
1,20,20,1,19,20,0.05,0.2,False,True,False,20
2,20,20,2,18,20,0.1,0.2,False,True,False,19
3,20,20,5,15,20,0.25,0.2,False,True,False,16
4,20,20,0,20,20,0,0.2,True,True,False,20
5,20,20,1,19,20,0.05,0.2,False,True,False,20
6,20,20,7,13,20,0.35,0.2,False,True,False,14
7,20,20,1,19,20,0.05,0.2,False,True,False,20
8,20,20,6,14,20,0.3,0.2,False,True,False,15
9,20,20,7,13,20,0.35,0.2,False,True,False,14
10,20,20,5,15,20,0.25,0.2,False,True,False,16
11,20,20,3,17,20,0.15,0.2,False,True,False,18
12,20,20,3,17,20,0.15,0.2,False,True,False,18
13,20,20,4,16,20,0.2,0.2,False,True,False,17
14,20,20,5,15,20,0.25,0.2,False,True,False,16
0,20,20,5,15,20,0.25,0.25,False,True,False,16
1,20,20,4,16,20,0.2,0.25,False,True,False,17
2,20,20,9,11,20,0.45,0.25,False,True,False,12
3,20,20,4,16,20,0.2,0.25,False,True,False,17
4,20,20,5,15,20,0.25,0.25,False,True,False,16
5,20,20,4,16,20,0.2,0.25,False,True,False,17
6,20,20,4,16,20,0.2,0.25,False,True,False,17
7,39,20,11,28,39,0.2820513,0.25,True,False,False,0
8,20,20,5,15,20,0.25,0.25,False,True,False,16
9,20,20,1,19,20,0.05,0.25,False,True,False,20
10,20,20,5,15,20,0.25,0.25,False,True,False,16
11,20,20,6,14,20,0.3,0.25,False,True,False,15
12,20,20,7,13,20,0.35,0.25,False,True,False,14
13,20,20,4,16,20,0.2,0.25,False,True,False,17
14,40,20,16,24,40,0.4,0.25,False,False,False,0
0,38,20,7,31,38,0.18421052,0.3,True,False,False,0
1,40,20,11,29,40,0.275,0.3,True,False,False,0
2,20,20,6,14,20,0.3,0.3,False,True,False,15
3,20,20,6,14,20,0.3,0.3,False,True,False,15
4,20,20,6,14,20,0.3,0.3,False,True,False,15
5,20,20,8,12,20,0.4,0.3,False,True,False,13
6,20,20,5,15,20,0.25,0.3,False,True,False,16
7,20,20,3,17,20,0.15,0.3,False,True,False,18
8,20,20,4,16,20,0.2,0.3,False,True,False,17
9,20,20,8,12,20,0.4,0.3,False,True,False,13
10,20,20,4,16,20,0.2,0.3,False,True,False,17
11,20,20,7,13,20,0.35,0.3,False,True,False,14
12,20,20,5,15,20,0.25,0.3,False,True,False,16
13,40,20,15,25,40,0.375,0.3,False,False,False,0
14,40,20,11,29,40,0.275,0.3,False,False,False,0
0,40,20,13,27,40,0.325,0.35000002,True,False,False,0
1,20,20,7,13,20,0.35,0.35000002,False,True,False,14
2,40,20,15,25,40,0.375,0.35000002,True,False,False,0
3,20,20,3,17,20,0.15,0.35000002,False,True,False,18
4,20,20,6,14,20,0.3,0.35000002,False,True,False,15
5,40,20,9,31,40,0.225,0.35000002,True,False,False,0
6,20,20,6,14,20,0.3,0.35000002,False,True,False,15
7,20,20,7,13,20,0.35,0.35000002,False,True,False,14
8,20,20,7,13,20,0.35,0.35000002,False,True,False,14
9,20,20,4,16,20,0.2,0.35000002,False,True,False,17
10,20,20,7,13,20,0.35,0.35000002,False,True,False,14
11,37,20,11,26,37,0.2972973,0.35000002,True,False,False,0
12,20,20,2,18,20,0.1,0.35000002,False,True,False,19
13,20,20,10,10,20,0.5,0.35000002,False,True,False,11
14,20,20,6,14,20,0.3,0.35000002,False,True,False,15
0,20,20,15,5,20,0.75,0.40000004,False,True,False,6
1,20,20,7,13,20,0.35,0.40000004,False,True,False,14
2,20,20,7,13,20,0.35,0.40000004,False,True,False,14
3,20,20,7,13,20,0.35,0.40000004,False,True,False,14
4,20,20,8,12,20,0.4,0.40000004,False,True,False,13
5,40,20,17,23,40,0.425,0.40000004,True,False,False,0
6,40,20,17,23,40,0.425,0.40000004,True,False,False,0
7,20,20,8,12,20,0.4,0.40000004,False,True,False,13
8,40,20,17,23,40,0.425,0.40000004,True,False,False,0
9,40,20,17,23,40,0.425,0.40000004,True,False,False,0
10,20,20,9,11,20,0.45,0.40000004,False,True,False,12
11,39,20,15,24,39,0.3846154,0.40000004,True,False,False,0
12,20,20,6,14,20,0.3,0.40000004,False,True,False,15
13,39,20,17,22,39,0.43589744,0.40000004,False,False,False,0
14,20,20,5,15,20,0.25,0.40000004,False,True,False,16
0,38,20,16,22,38,0.42105263,0.45000005,True,False,False,0
1,40,20,22,18,40,0.55,0.45000005,False,False,False,0
2,20,20,7,13,20,0.35,0.45000005,False,True,False,14
3,40,20,19,21,40,0.475,0.45000005,True,False,False,0
4,20,20,9,11,20,0.45,0.45000005,False,True,False,12
5,39,20,20,19,39,0.51282054,0.45000005,False,False,False,0
6,40,20,22,18,40,0.55,0.45000005,False,False,False,0
7,39,20,21,18,39,0.53846157,0.45000005,False,False,False,0
8,35,20,6,29,35,0.17142858,0.45000005,True,False,False,0
9,38,20,15,23,38,0.39473686,0.45000005,True,False,False,0
10,20,20,7,13,20,0.35,0.45000005,False,True,False,14
11,20,20,10,10,20,0.5,0.45000005,False,True,False,11
12,40,20,13,27,40,0.325,0.45000005,False,False,False,0
13,39,20,19,20,39,0.4871795,0.45000005,False,False,False,0
14,40,20,15,25,40,0.375,0.45000005,False,False,False,0
0,20,20,8,12,20,0.4,0.50000006,False,True,False,13
1,38,20,16,22,38,0.42105263,0.50000006,True,False,False,0
2,39,20,18,21,39,0.46153846,0.50000006,True,False,False,0
3,20,20,9,11,20,0.45,0.50000006,False,True,False,12
4,39,20,25,14,39,0.64102566,0.50000006,False,False,False,0
5,39,20,21,18,39,0.53846157,0.50000006,False,False,False,0
6,40,20,24,16,40,0.6,0.50000006,False,False,False,0
7,37,20,20,17,37,0.5405405,0.50000006,False,False,False,0
8,20,20,6,14,20,0.3,0.50000006,False,True,False,15
9,20,20,8,12,20,0.4,0.50000006,False,True,False,13
10,39,20,21,18,39,0.53846157,0.50000006,False,False,False,0
11,39,20,12,27,39,0.30769232,0.50000006,True,False,False,0
12,20,20,12,8,20,0.6,0.50000006,False,True,False,9
13,40,20,20,20,40,0.5,0.50000006,False,False,False,0
14,20,20,8,12,20,0.4,0.50000006,False,True,False,13
