Timestamp,Rssi,Snr,SequenceNumber,SpreadingFactor,TxPower,Bandwidth
132963208337115735,-85,8,2207,10,14,2
132963208337950155,-85,8,2208,10,14,2
132963208338732628,-84,8,2209,10,14,2
132963208339403522,-83,8,2210,10,14,2
132963208340198946,-84,8,2211,10,14,2
132963208340684799,-84,8,2212,10,14,2
132963208341590055,-83,8,2213,10,14,2
132963208342399807,-83,9,2214,10,14,2
132963208343301095,-84,8,2215,10,14,2
132963208343968023,-84,8,2216,10,14,2
132963208344542225,-84,8,2217,10,14,2
132963208345204247,-83,9,2218,10,14,2
132963208346142942,-85,8,2219,10,14,2
132963208346917525,-85,8,2220,10,14,2
132963208347553791,-86,9,2221,10,14,2
132963208348301045,-87,9,2222,10,14,2
132963208349077897,-86,8,2223,10,14,2
132963208349644087,-86,9,2224,10,14,2
132963208350500972,-86,9,2225,10,14,2
132963208351011329,-85,8,2226,10,14,2
132963208352104789,-84,8,2227,10,14,2
132963208352862082,-83,8,2228,10,14,2
132963208353399582,-83,8,2229,10,14,2
132963208354437361,-83,9,2230,10,14,2
132963208355026387,-83,9,2231,10,14,2
132963208355555604,-83,8,2232,10,14,2
132963208356450724,-84,8,2233,10,14,2
132963208357230497,-84,8,2234,10,14,2
132963208357998689,-85,9,2235,10,14,2
132963208358311047,-86,9,2236,10,14,2
132963208359509323,-85,9,2237,10,14,2
132963208360288594,-85,9,2238,10,14,2
132963208360844208,-86,10,2239,10,14,2
132963208361678560,-86,8,2240,10,14,2
132963208362362755,-85,9,2241,10,14,2
132963208363220885,-84,8,2242,10,14,2
132963208363817008,-84,8,2243,10,14,2
132963208364671039,-86,9,2244,10,14,2
132963208365476115,-90,7,2245,10,14,2
132963208366056729,-94,7,2246,10,14,2
132963208366828617,-92,7,2247,10,14,2
132963208367443192,-85,7,2248,10,14,2
132963208368449924,-81,8,2249,10,14,2
132963208369004611,-81,8,2250,10,14,2
132963208369831026,-84,8,2251,10,14,2
132963208370517209,-93,6,2252,10,14,2
132963208371375958,-91,7,2253,10,14,2
132963208372007131,-85,8,2254,10,14,2
132963208372938749,-85,9,2255,10,14,2
132963208373316846,-84,8,2256,10,14,2
132963208374082954,-83,9,2257,10,14,2
132963208374885674,-83,8,2258,10,14,2
132963208375715562,-89,8,2259,10,14,2
132963208376542833,-90,7,2260,10,14,2
132963208377168171,-91,8,2261,10,14,2
132963208377843052,-89,7,2262,10,14,2
132963208378571963,-86,8,2263,10,14,2
132963208379600321,-88,7,2264,10,14,2
132963208380163624,-94,6,2265,10,14,2
132963208380974745,-95,4,2266,10,14,2
132963208381806955,-91,4,2267,10,14,2
132963208382580059,-86,8,2268,10,14,2
132963208383136842,-82,9,2269,10,14,2
132963208384008561,-80,9,2270,10,14,2
132963208384784916,-81,8,2271,10,14,2
132963208385344756,-90,8,2272,10,14,2
132963208386102704,-89,6,2273,10,14,2
132963208386908624,-81,8,2274,10,14,2
132963208387775084,-80,9,2275,10,14,2
132963208388451458,-83,9,2276,10,14,2
132963208388809093,-80,9,2277,10,14,2
132963208389479344,-80,9,2278,10,14,2
132963208390619151,-79,8,2279,10,14,2
132963208391248053,-77,8,2280,10,14,2
132963208392044250,-88,9,2281,10,14,2
132963208393550721,-80,9,2283,10,14,2
132963208394376226,-80,8,2284,10,14,2
132963208395001626,-82,8,2285,10,14,2
132963208395819101,-79,8,2286,10,14,2
132963208396477719,-79,9,2287,10,14,2
132963208397215785,-77,9,2288,10,14,2
132963208398025626,-82,8,2289,10,14,2
132963208398793028,-81,8,2290,10,14,2
132963208399617877,-81,9,2291,10,14,2
132963208400393142,-86,8,2292,10,14,2
132963208400992513,-85,9,2293,10,14,2
132963208401824487,-81,8,2294,10,14,2
132963208402599383,-88,8,2295,10,14,2
132963208403710441,-85,8,2296,10,14,2
132963208404216371,-89,8,2297,10,14,2
132963208404779344,-83,8,2298,10,14,2
132963208405447873,-87,7,2299,10,14,2
132963208406110922,-91,8,2300,10,14,2
132963208406851301,-82,8,2301,10,14,2
132963208407727687,-86,8,2302,10,14,2
132963208408319010,-85,8,2303,10,14,2
132963208409235894,-81,8,2304,10,14,2
132963208409708079,-86,9,2305,10,14,2
132963208410218383,-82,9,2306,10,14,2
132963208411370066,-86,9,2307,10,14,2
132963208412183595,-84,9,2308,10,14,2
132963208412790154,-83,7,2309,10,14,2
132963208413627043,-81,8,2310,10,14,2
132963208414447878,-88,8,2311,10,14,2
132963208415222750,-84,8,2312,10,14,2
132963208415783641,-83,9,2313,10,14,2
132963208416609117,-88,9,2314,10,14,2
132963208417379727,-82,8,2315,10,14,2
132963208418357000,-90,7,2316,10,14,2
132963208418849934,-82,8,2317,10,14,2
132963208419400198,-83,8,2318,10,14,2
132963208420296678,-86,9,2319,10,14,2
132963208421000389,-82,8,2320,10,14,2
132963208421697587,-89,8,2321,10,14,2
132963208422470421,-85,8,2322,10,14,2
132963208423186674,-82,8,2323,10,14,2
132963208423974397,-86,8,2324,10,14,2
132963208424765381,-88,8,2325,10,14,2
132963208425541586,-88,8,2326,10,14,2
132963208426167740,-100,3,2327,10,14,2
132963208427013912,-89,8,2328,10,14,2
132963208427687798,-94,5,2329,10,14,2
132963208428403348,-80,8,2330,10,14,2
132963208429222753,-85,9,2331,10,14,2
132963208430019765,-85,8,2332,10,14,2
132963208430799363,-86,8,2333,10,14,2
132963208431349203,-86,8,2334,10,14,2
132963208432243070,-89,7,2335,10,14,2
132963208433204324,-86,8,2336,10,14,2
132963208433775224,-89,7,2337,10,14,2
132963208434396088,-86,9,2338,10,14,2
132963208435162194,-85,8,2339,10,14,2
132963208435903883,-80,8,2340,10,14,2
132963208436552651,-83,9,2341,10,14,2
132963208437364048,-84,8,2342,10,14,2
132963208438193829,-85,8,2343,10,14,2
132963208438805997,-85,8,2344,10,14,2
132963208439589069,-83,9,2345,10,14,2
132963208440387993,-91,6,2346,10,14,2
132963208441037674,-93,7,2347,10,14,2
132963208441905362,-82,9,2348,10,14,2
132963208442511214,-83,8,2349,10,14,2
132963208443316081,-81,8,2350,10,14,2
132963208443730719,-79,9,2351,10,14,2
132963208444717521,-80,9,2352,10,14,2
132963208445510455,-80,8,2353,10,14,2
132963208446335166,-83,9,2354,10,14,2
132963208446750408,-82,8,2355,10,14,2
132963208447651538,-87,8,2356,10,14,2
132963208448455148,-93,7,2357,10,14,2
132963208449273396,-90,7,2358,10,14,2
132963208449939850,-86,8,2359,10,14,2
132963208450904606,-87,8,2360,10,14,2
132963208451529172,-85,8,2361,10,14,2
132963208452244710,-86,8,2362,10,14,2
132963208452846204,-86,7,2363,10,14,2
132963208453643720,-80,9,2364,10,14,2
132963208454535738,-86,9,2365,10,14,2
132963208455188835,-83,8,2366,10,14,2
132963208455801365,-93,4,2367,10,14,2
132963208456234676,-83,9,2368,10,14,2
132963208457484510,-84,8,2369,10,14,2
132963208458094231,-79,9,2370,10,14,2
132963208459003097,-81,8,2371,10,14,2
132963208459543473,-82,9,2372,10,14,2
132963208460294012,-83,9,2373,10,14,2
132963208461072643,-92,7,2374,10,14,2
132963208461916255,-86,6,2375,10,14,2
132963208462850263,-89,8,2376,10,14,2
132963208463506698,-85,8,2377,10,14,2
132963208464083971,-84,8,2378,10,14,2
132963208464955050,-87,8,2379,10,14,2
132963208465533753,-93,7,2380,10,14,2
132963208466383613,-92,8,2381,10,14,2
132963208467186100,-89,8,2382,10,14,2
132963208467775586,-82,9,2383,10,14,2
132963208468580010,-81,8,2384,10,14,2
132963208469366916,-80,9,2385,10,14,2
132963208470151447,-83,8,2386,10,14,2
132963208470646931,-81,8,2387,10,14,2
132963208471327303,-81,9,2388,10,14,2
132963208472137426,-84,9,2389,10,14,2
132963208473002073,-81,8,2390,10,14,2
