Timestamp,Rssi,Snr,SequenceNumber,SpreadingFactor,TxPower,Bandwidth
132963207673625346,-80,8,1313,10,14,2
132963207674443464,-93,6,1314,10,14,2
132963207674838874,-87,8,1315,10,14,2
132963207675476642,-83,8,1316,10,14,2
132963207676638779,-80,7,1317,10,14,2
132963207677212181,-80,9,1318,10,14,2
132963207678223473,-78,8,1319,10,14,2
132963207678766497,-81,9,1320,10,14,2
132963207679542928,-76,9,1321,10,14,2
132963207680376714,-88,8,1322,10,14,2
132963207681029832,-76,9,1323,10,14,2
132963207681863611,-81,9,1324,10,14,2
132963207682590181,-85,8,1325,10,14,2
132963207683171654,-86,8,1326,10,14,2
132963207684049343,-83,8,1327,10,14,2
132963207684754752,-85,9,1328,10,14,2
132963207685654507,-81,9,1329,10,14,2
132963207686226625,-84,8,1330,10,14,2
132963207687047810,-79,9,1331,10,14,2
132963207687851293,-83,8,1332,10,14,2
132963207688460318,-87,7,1333,10,14,2
132963207688921414,-89,8,1334,10,14,2
132963207689557454,-85,8,1335,10,14,2
132963207690690139,-77,9,1336,10,14,2
132963207691446677,-88,8,1337,10,14,2
132963207692252348,-79,8,1338,10,14,2
132963207692641438,-74,9,1339,10,14,2
132963207693661102,-80,9,1340,10,14,2
132963207694418659,-77,10,1341,10,14,2
132963207695128375,-80,8,1342,10,14,2
132963207695875813,-95,6,1343,10,14,2
132963207696764632,-82,8,1344,10,14,2
132963207698108955,-84,8,1346,10,14,2
132963207698850235,-80,9,1347,10,14,2
132963207699622131,-82,8,1348,10,14,2
132963207700433896,-81,9,1349,10,14,2
132963207700889025,-81,8,1350,10,14,2
132963207701540095,-87,8,1351,10,14,2
132963207702573581,-88,8,1352,10,14,2
132963207703017756,-86,9,1353,10,14,2
132963207703668764,-84,8,1354,10,14,2
132963207704805814,-87,8,1355,10,14,2
132963207705552248,-85,8,1356,10,14,2
132963207706261026,-89,7,1357,10,14,2
132963207706791595,-86,8,1358,10,14,2
132963207707750935,-95,6,1359,10,14,2
132963207708267792,-89,6,1360,10,14,2
132963207709386669,-86,8,1361,10,14,2
132963207710169233,-86,9,1362,10,14,2
132963207711534135,-82,7,1364,10,14,2
132963207712289505,-79,9,1365,10,14,2
132963207712899589,-84,9,1366,10,14,2
132963207713776438,-93,6,1367,10,14,2
132963207714566652,-78,8,1368,10,14,2
132963207715364875,-75,9,1369,10,14,2
132963207715908794,-79,9,1370,10,14,2
132963207716741011,-87,8,1371,10,14,2
132963207717516766,-85,8,1372,10,14,2
132963207718207132,-86,8,1373,10,14,2
132963207718876334,-83,8,1374,10,14,2
132963207719714394,-84,9,1375,10,14,2
132963207720386130,-93,5,1376,10,14,2
132963207721137545,-88,8,1377,10,14,2
132963207721831003,-81,9,1378,10,14,2
132963207722536835,-81,8,1379,10,14,2
132963207723339711,-86,8,1380,10,14,2
132963207723869329,-85,8,1381,10,14,2
132963207724955738,-82,8,1382,10,14,2
132963207725731737,-82,8,1383,10,14,2
132963207726500281,-91,8,1384,10,14,2
132963207726911836,-85,7,1385,10,14,2
132963207727555999,-80,8,1386,10,14,2
132963207728686585,-85,8,1387,10,14,2
132963207729461412,-86,8,1388,10,14,2
132963207730115139,-81,8,1389,10,14,2
132963207730917137,-78,9,1390,10,14,2
132963207731488186,-79,8,1391,10,14,2
132963207732276983,-82,9,1392,10,14,2
132963207732897043,-88,8,1393,10,14,2
132963207733800571,-83,9,1394,10,14,2
132963207734523425,-82,9,1395,10,14,2
132963207735232171,-80,9,1396,10,14,2
132963207736053425,-83,8,1397,10,14,2
132963207736709639,-84,8,1398,10,14,2
132963207737750046,-85,7,1399,10,14,2
132963207738174015,-88,8,1400,10,14,2
132963207739137004,-86,8,1401,10,14,2
132963207739837964,-87,8,1402,10,14,2
132963207740372590,-93,6,1403,10,14,2
132963207741355891,-93,6,1404,10,14,2
132963207741941090,-82,8,1405,10,14,2
132963207742762482,-83,8,1406,10,14,2
132963207743409976,-85,8,1407,10,14,2
132963207744152763,-88,8,1408,10,14,2
132963207744860940,-91,6,1409,10,14,2
132963207745734348,-86,9,1410,10,14,2
132963207746539689,-91,7,1411,10,14,2
132963207747075569,-85,10,1412,10,14,2
132963207747596241,-82,6,1413,10,14,2
132963207748777616,-86,8,1414,10,14,2
132963207749320518,-83,8,1415,10,14,2
132963207750131752,-82,8,1416,10,14,2
132963207750948574,-76,9,1417,10,14,2
132963207751480049,-80,8,1418,10,14,2
