Timestamp,Rssi,Snr,SequenceNumber,SpreadingFactor,TxPower,Bandwidth
132963209069739481,-90,7,3194,10,14,2
132963209070372006,-90,7,3195,10,14,2
132963209071245046,-90,8,3196,10,14,2
132963209071850477,-90,8,3197,10,14,2
132963209072699144,-91,7,3198,10,14,2
132963209073446835,-91,8,3199,10,14,2
132963209074046708,-91,8,3200,10,14,2
132963209074808631,-91,8,3201,10,14,2
132963209075580433,-91,8,3202,10,14,2
132963209076495072,-91,8,3203,10,14,2
132963209077058087,-92,8,3204,10,14,2
132963209077516318,-92,8,3205,10,14,2
132963209078169528,-92,8,3206,10,14,2
132963209079342682,-91,8,3207,10,14,2
132963209080076751,-91,9,3208,10,14,2
132963209080606347,-91,8,3209,10,14,2
132963209081496212,-91,7,3210,10,14,2
132963209082345706,-91,7,3211,10,14,2
132963209082948201,-91,8,3212,10,14,2
132963209083384226,-91,7,3213,10,14,2
132963209084547746,-91,7,3214,10,14,2
132963209085152356,-91,8,3215,10,14,2
132963209085976102,-91,7,3216,10,14,2
132963209086737257,-90,7,3217,10,14,2
132963209087276943,-91,7,3218,10,14,2
132963209088216330,-91,7,3219,10,14,2
132963209089102105,-91,8,3220,10,14,2
132963209089771065,-91,8,3221,10,14,2
132963209090439242,-91,8,3222,10,14,2
132963209091205397,-91,8,3223,10,14,2
132963209091876962,-91,8,3224,10,14,2
132963209092764320,-91,8,3225,10,14,2
132963209093563914,-91,8,3226,10,14,2
132963209094048883,-91,8,3227,10,14,2
132963209095013066,-92,8,3228,10,14,2
132963209095479139,-91,8,3229,10,14,2
132963209096382384,-91,8,3230,10,14,2
132963209096831295,-91,8,3231,10,14,2
132963209097657770,-91,7,3232,10,14,2
132963209098694810,-91,8,3233,10,14,2
132963209099362345,-91,8,3234,10,14,2
132963209100108095,-91,8,3235,10,14,2
132963209100871207,-91,7,3236,10,14,2
132963209101653007,-92,8,3237,10,14,2
132963209102175831,-91,8,3238,10,14,2
132963209103099082,-91,8,3239,10,14,2
132963209103975277,-91,7,3240,10,14,2
132963209104513221,-91,7,3241,10,14,2
132963209104986040,-90,8,3242,10,14,2
132963209105955467,-91,7,3243,10,14,2
132963209106662965,-90,8,3244,10,14,2
132963209107555271,-91,8,3245,10,14,2
132963209108426170,-91,8,3246,10,14,2
132963209108924750,-91,8,3247,10,14,2
132963209109694894,-91,7,3248,10,14,2
132963209110538936,-91,8,3249,10,14,2
132963209111298187,-91,8,3250,10,14,2
132963209111832323,-92,8,3251,10,14,2
132963209112735068,-92,7,3252,10,14,2
132963209113549536,-92,7,3253,10,14,2
132963209114350409,-92,7,3254,10,14,2
132963209114904274,-92,7,3255,10,14,2
132963209115750243,-92,8,3256,10,14,2
132963209116505035,-92,8,3257,10,14,2
132963209117094269,-91,8,3258,10,14,2
132963209117655948,-92,7,3259,10,14,2
132963209118629190,-92,7,3260,10,14,2
132963209119093162,-92,7,3261,10,14,2
132963209120202159,-92,7,3262,10,14,2
132963209120907191,-93,7,3263,10,14,2
132963209121572274,-93,7,3264,10,14,2
132963209122518299,-93,7,3265,10,14,2
132963209123362138,-92,7,3266,10,14,2
132963209123773041,-93,7,3267,10,14,2
132963209124749379,-93,7,3268,10,14,2
132963209125280945,-92,7,3269,10,14,2
132963209126109775,-93,7,3270,10,14,2
132963209126871433,-92,7,3271,10,14,2
132963209127522433,-92,8,3272,10,14,2
132963209128273914,-92,7,3273,10,14,2
132963209128988854,-91,8,3274,10,14,2
132963209129946899,-91,8,3275,10,14,2
132963209130406390,-91,8,3276,10,14,2
132963209131358863,-91,8,3277,10,14,2
132963209132134717,-91,8,3278,10,14,2
132963209132620230,-92,8,3279,10,14,2
132963209133488109,-92,8,3280,10,14,2
132963209134202016,-91,8,3281,10,14,2
132963209135104439,-91,8,3282,10,14,2
132963209135884982,-91,8,3283,10,14,2
132963209136444742,-91,8,3284,10,14,2
132963209137162694,-91,8,3285,10,14,2
132963209138092089,-91,8,3286,10,14,2
132963209138677873,-91,8,3287,10,14,2
132963209139471078,-91,8,3288,10,14,2
132963209140119699,-91,8,3289,10,14,2
132963209141045444,-91,7,3290,10,14,2
132963209141609128,-91,8,3291,10,14,2
132963209142402496,-91,8,3292,10,14,2
132963209143099610,-91,8,3293,10,14,2
132963209143927031,-91,8,3294,10,14,2
132963209144690229,-91,9,3295,10,14,2
132963209145369139,-92,8,3296,10,14,2
132963209146148382,-92,8,3297,10,14,2
132963209146944929,-91,9,3298,10,14,2
132963209147444898,-91,8,3299,10,14,2
132963209148508774,-91,8,3300,10,14,2
132963209148992900,-91,8,3301,10,14,2
132963209149859077,-90,8,3302,10,14,2
132963209150531544,-90,8,3303,10,14,2
132963209151248564,-90,7,3304,10,14,2
132963209152134742,-90,8,3305,10,14,2
132963209152934731,-90,7,3306,10,14,2
132963209153403120,-89,8,3307,10,14,2
132963209154225184,-90,8,3308,10,14,2
132963209155059443,-89,8,3309,10,14,2
132963209155764032,-89,8,3310,10,14,2
132963209156328191,-89,8,3311,10,14,2
132963209156929081,-89,9,3312,10,14,2
132963209158054927,-89,7,3313,10,14,2
132963209158676568,-89,8,3314,10,14,2
132963209159698045,-90,8,3315,10,14,2
132963209160276279,-90,8,3316,10,14,2
132963209160853421,-90,8,3317,10,14,2
132963209161696054,-90,7,3318,10,14,2
132963209162511371,-90,7,3319,10,14,2
132963209163331107,-90,8,3320,10,14,2
132963209163876272,-90,8,3321,10,14,2
132963209164725427,-91,8,3322,10,14,2
132963209165522590,-90,8,3323,10,14,2
132963209166029884,-91,7,3324,10,14,2
132963209166891924,-91,8,3325,10,14,2
132963209168022688,-92,7,3327,10,14,2
132963209168700256,-91,8,3328,10,14,2
132963209169449395,-92,7,3329,10,14,2
132963209170188980,-91,8,3330,10,14,2
132963209170943590,-92,7,3331,10,14,2
132963209172164072,-92,8,3332,10,14,2
132963209172888752,-92,7,3333,10,14,2
132963209173531233,-92,7,3334,10,14,2
132963209174338358,-92,8,3335,10,14,2
132963209175073364,-92,7,3336,10,14,2
132963209175939512,-93,7,3337,10,14,2
132963209176472357,-94,7,3338,10,14,2
132963209177338251,-92,7,3339,10,14,2
132963209177906962,-93,7,3340,10,14,2
132963209178870700,-92,7,3341,10,14,2
132963209179768076,-92,7,3342,10,14,2
132963209180202814,-92,7,3343,10,14,2
132963209180927298,-93,7,3344,10,14,2
132963209181797562,-93,7,3345,10,14,2
132963209182460400,-94,7,3346,10,14,2
132963209183289148,-93,7,3347,10,14,2
132963209183986812,-93,7,3348,10,14,2
132963209184769925,-93,7,3349,10,14,2
132963209185521430,-92,7,3350,10,14,2
132963209186130484,-93,7,3351,10,14,2
132963209186928293,-93,7,3352,10,14,2
132963209187756120,-94,7,3353,10,14,2
132963209188431736,-93,7,3354,10,14,2
132963209189130491,-93,7,3355,10,14,2
132963209189966951,-94,7,3356,10,14,2
132963209190608147,-94,7,3357,10,14,2
132963209191379479,-95,7,3358,10,14,2
132963209192169410,-94,6,3359,10,14,2
132963209192714763,-93,7,3360,10,14,2
132963209193741220,-95,7,3361,10,14,2
132963209194440703,-93,6,3362,10,14,2
132963209195165569,-93,7,3363,10,14,2
132963209195973312,-92,7,3364,10,14,2
132963209196537674,-91,8,3365,10,14,2
132963209197418158,-91,8,3366,10,14,2
132963209198070802,-91,8,3367,10,14,2
132963209198691274,-91,8,3368,10,14,2
132963209199608682,-91,7,3369,10,14,2
132963209200432579,-90,7,3370,10,14,2
132963209200994187,-90,7,3371,10,14,2
132963209201675875,-90,7,3372,10,14,2
132963209202628799,-90,7,3373,10,14,2
132963209203409010,-89,9,3374,10,14,2
132963209203977178,-88,9,3375,10,14,2
132963209204728978,-89,9,3376,10,14,2
132963209205456899,-89,9,3377,10,14,2
132963209206378277,-89,9,3378,10,14,2
132963209206941627,-89,8,3379,10,14,2
132963209207773992,-89,7,3380,10,14,2
132963209208168440,-90,7,3381,10,14,2
132963209208795623,-91,7,3382,10,14,2
132963209209925482,-90,8,3383,10,14,2
132963209210771476,-90,7,3384,10,14,2
132963209211392758,-91,7,3385,10,14,2
132963209212255735,-91,8,3386,10,14,2
132963209213211209,-92,7,3387,10,14,2
132963209213771741,-91,8,3388,10,14,2
132963209214400156,-91,8,3389,10,14,2
132963209215155194,-90,7,3390,10,14,2
132963209215731339,-90,7,3391,10,14,2
132963209216621206,-91,7,3392,10,14,2
132963209217454763,-92,9,3393,10,14,2
132963209218241060,-92,7,3394,10,14,2
132963209218790188,-92,7,3395,10,14,2
132963209219544732,-90,7,3396,10,14,2
132963209220427059,-89,8,3397,10,14,2
132963209220938140,-89,8,3398,10,14,2
132963209221840638,-90,8,3399,10,14,2
132963209222503075,-92,7,3400,10,14,2
132963209223152476,-98,5,3401,10,14,2
132963209223888019,-101,1,3402,10,14,2
132963209224782668,-102,1,3403,10,14,2
132963209225531526,-101,0,3404,10,14,2
132963209226377616,-99,2,3405,10,14,2
132963209227181510,-97,5,3406,10,14,2
132963209228119644,-95,5,3407,10,14,2
132963209228459975,-93,6,3408,10,14,2
132963209229301239,-92,7,3409,10,14,2
132963209229940443,-92,7,3410,10,14,2
132963209230718642,-93,7,3411,10,14,2
132963209231502603,-91,7,3412,10,14,2
132963209232118552,-89,8,3413,10,14,2
132963209232915120,-90,7,3414,10,14,2
132963209233718207,-91,7,3415,10,14,2
132963209234498285,-91,8,3416,10,14,2
132963209235075473,-93,6,3417,10,14,2
132963209235962224,-94,6,3418,10,14,2
132963209236699512,-96,6,3419,10,14,2
132963209237451794,-98,4,3420,10,14,2
132963209238180092,-102,-1,3421,10,14,2
132963209238975531,-102,0,3422,10,14,2
132963209239691237,-103,-7,3423,10,14,2
132963209240324857,-95,5,3424,10,14,2
132963209241044098,-90,8,3425,10,14,2
132963209241842579,-87,8,3426,10,14,2
132963209242684076,-86,8,3427,10,14,2
132963209243317661,-85,9,3428,10,14,2
132963209244152130,-87,9,3429,10,14,2
132963209244781160,-89,9,3430,10,14,2
132963209245610210,-92,8,3431,10,14,2
132963209246330206,-96,5,3432,10,14,2
132963209247169315,-98,4,3433,10,14,2
132963209247687857,-98,5,3434,10,14,2
132963209248550640,-93,6,3435,10,14,2
132963209249345576,-89,8,3436,10,14,2
132963209249976725,-87,8,3437,10,14,2
132963209250749116,-87,8,3438,10,14,2
132963209251575184,-89,8,3439,10,14,2
132963209252115443,-92,8,3440,10,14,2
132963209253152191,-95,7,3441,10,14,2
132963209253724439,-95,6,3442,10,14,2
132963209254560906,-94,7,3443,10,14,2
132963209255176014,-93,7,3444,10,14,2
132963209256016777,-92,7,3445,10,14,2
132963209256672409,-92,8,3446,10,14,2
132963209257614471,-91,8,3447,10,14,2
132963209258156006,-92,8,3448,10,14,2
132963209258884134,-92,7,3449,10,14,2
132963209259710211,-93,7,3450,10,14,2
132963209260414876,-96,6,3451,10,14,2
132963209261169025,-99,4,3452,10,14,2
132963209261958996,-98,4,3453,10,14,2
132963209262507847,-97,5,3454,10,14,2
132963209263331187,-95,6,3455,10,14,2
132963209264230559,-92,7,3456,10,14,2
132963209264923734,-90,8,3457,10,14,2
132963209265563481,-89,8,3458,10,14,2
132963209266382175,-91,8,3459,10,14,2
132963209267182723,-93,7,3460,10,14,2
132963209267797086,-93,6,3461,10,14,2
132963209268518377,-92,7,3462,10,14,2
132963209269345602,-90,7,3463,10,14,2
132963209269999869,-89,8,3464,10,14,2
132963209270777725,-88,9,3465,10,14,2
132963209271552547,-89,9,3466,10,14,2
132963209272396134,-91,8,3467,10,14,2
132963209273076130,-95,7,3468,10,14,2
132963209273675930,-95,5,3469,10,14,2
132963209274517409,-91,8,3470,10,14,2
132963209275290835,-88,9,3471,10,14,2
132963209275945630,-86,9,3472,10,14,2
132963209276698106,-86,9,3473,10,14,2
132963209277464760,-86,9,3474,10,14,2
132963209278263664,-86,8,3475,10,14,2
132963209278906573,-87,8,3476,10,14,2
132963209279715884,-87,8,3477,10,14,2
132963209280500111,-88,8,3478,10,14,2
132963209281318345,-88,8,3479,10,14,2
132963209282120227,-88,8,3480,10,14,2
132963209282750865,-89,9,3481,10,14,2
132963209283537914,-88,9,3482,10,14,2
132963209284326412,-88,9,3483,10,14,2
132963209284932603,-88,8,3484,10,14,2
132963209285607824,-88,9,3485,10,14,2
132963209286466617,-88,8,3486,10,14,2
132963209287367296,-88,8,3487,10,14,2
132963209287838450,-88,8,3488,10,14,2
132963209288599415,-88,8,3489,10,14,2
132963209289291818,-88,8,3490,10,14,2
132963209290216056,-88,8,3491,10,14,2
132963209290843787,-87,7,3492,10,14,2
132963209291572740,-86,8,3493,10,14,2
132963209292326795,-86,8,3494,10,14,2
132963209293104850,-86,8,3495,10,14,2
132963209293695854,-86,9,3496,10,14,2
132963209294586719,-86,9,3497,10,14,2
132963209295361779,-86,8,3498,10,14,2
132963209296090979,-86,8,3499,10,14,2
132963209296724279,-86,8,3500,10,14,2
132963209297540084,-87,8,3501,10,14,2
132963209298231781,-86,8,3502,10,14,2
132963209299041295,-86,9,3503,10,14,2
132963209299607233,-86,9,3504,10,14,2
132963209300470511,-86,8,3505,10,14,2
132963209301264221,-87,8,3506,10,14,2
132963209302206940,-89,8,3507,10,14,2
132963209302735214,-89,7,3508,10,14,2
132963209303505106,-89,7,3509,10,14,2
132963209304290301,-89,8,3510,10,14,2
132963209305091132,-89,8,3511,10,14,2
132963209305650234,-90,8,3512,10,14,2
132963209306517492,-90,7,3513,10,14,2
132963209307474584,-91,7,3514,10,14,2
132963209308008948,-92,8,3515,10,14,2
132963209308614902,-92,8,3516,10,14,2
132963209309435551,-91,8,3517,10,14,2
132963209310264954,-91,8,3518,10,14,2
132963209311042340,-90,8,3519,10,14,2
132963209311603128,-89,8,3520,10,14,2
132963209312336119,-89,8,3521,10,14,2
132963209313170220,-90,8,3522,10,14,2
132963209313847818,-89,7,3523,10,14,2
132963209314618918,-89,8,3524,10,14,2
132963209315397147,-89,8,3525,10,14,2
132963209316036937,-88,9,3526,10,14,2
132963209316925385,-89,8,3527,10,14,2
132963209317649234,-88,9,3528,10,14,2
132963209318476135,-88,9,3529,10,14,2
132963209319002802,-88,9,3530,10,14,2
132963209319806559,-88,8,3531,10,14,2
132963209320585218,-88,9,3532,10,14,2
132963209321224751,-88,9,3533,10,14,2
132963209321981460,-88,8,3534,10,14,2
132963209322806932,-88,8,3535,10,14,2
132963209323437692,-87,8,3536,10,14,2
132963209324603283,-88,9,3537,10,14,2
132963209325178659,-88,9,3538,10,14,2
132963209326008806,-89,9,3539,10,14,2
132963209326589886,-88,8,3540,10,14,2
132963209327163456,-89,8,3541,10,14,2
132963209328068632,-89,8,3542,10,14,2
132963209328702149,-89,9,3543,10,14,2
132963209329427712,-89,9,3544,10,14,2
132963209330276699,-89,8,3545,10,14,2
132963209331073134,-89,8,3546,10,14,2
132963209331712080,-89,9,3547,10,14,2
132963209332108215,-89,9,3548,10,14,2
132963209333195635,-88,9,3549,10,14,2
132963209333821756,-89,8,3550,10,14,2
132963209334684548,-89,9,3551,10,14,2
132963209335240364,-90,8,3552,10,14,2
132963209336170210,-89,8,3553,10,14,2
132963209336811161,-90,8,3554,10,14,2
132963209337583235,-89,8,3555,10,14,2
132963209338389256,-89,8,3556,10,14,2
132963209339039706,-88,8,3557,10,14,2
132963209339835296,-89,9,3558,10,14,2
132963209340606712,-89,8,3559,10,14,2
132963209341008522,-89,8,3560,10,14,2
132963209342057639,-89,8,3561,10,14,2
132963209342929090,-89,8,3562,10,14,2
132963209343587731,-90,8,3563,10,14,2
132963209344192760,-89,8,3564,10,14,2
132963209344886572,-89,8,3565,10,14,2
132963209345639583,-89,8,3566,10,14,2
132963209346555294,-89,8,3567,10,14,2
132963209347237752,-89,8,3568,10,14,2
132963209348051902,-89,8,3569,10,14,2
132963209348642514,-89,8,3570,10,14,2
132963209349484994,-89,8,3571,10,14,2
132963209350324964,-90,7,3572,10,14,2
132963209350909472,-90,8,3573,10,14,2
132963209351693698,-89,8,3574,10,14,2
132963209352491857,-90,7,3575,10,14,2
132963209353139239,-91,7,3576,10,14,2
132963209353928200,-90,8,3577,10,14,2
132963209354768740,-89,8,3578,10,14,2
132963209355696790,-89,7,3579,10,14,2
132963209356166291,-89,8,3580,10,14,2
132963209356990645,-90,7,3581,10,14,2
132963209357790973,-90,7,3582,10,14,2
132963209358332433,-90,7,3583,10,14,2
132963209359010117,-90,7,3584,10,14,2
132963209359882340,-90,7,3585,10,14,2
132963209360730955,-89,7,3586,10,14,2
132963209361426799,-89,8,3587,10,14,2
132963209361829889,-89,9,3588,10,14,2
132963209362799645,-88,8,3589,10,14,2
132963209363645740,-88,9,3590,10,14,2
132963209364321805,-89,8,3591,10,14,2
132963209365039315,-89,8,3592,10,14,2
132963209365915807,-89,8,3593,10,14,2
132963209366724105,-89,8,3594,10,14,2
132963209367252467,-88,9,3595,10,14,2
132963209368066798,-89,8,3596,10,14,2
132963209368965096,-89,8,3597,10,14,2
132963209369336376,-90,8,3598,10,14,2
132963209370205987,-89,8,3599,10,14,2
132963209371050291,-90,7,3600,10,14,2
132963209371750312,-90,7,3601,10,14,2
132963209372477389,-90,8,3602,10,14,2
132963209373208868,-90,8,3603,10,14,2
132963209374027257,-90,8,3604,10,14,2
132963209374666038,-90,7,3605,10,14,2
132963209375497421,-91,8,3606,10,14,2
132963209376285621,-90,7,3607,10,14,2
132963209376828470,-91,7,3608,10,14,2
132963209377788821,-90,7,3609,10,14,2
132963209378599221,-89,8,3610,10,14,2
132963209379152415,-89,7,3611,10,14,2
132963209379909900,-89,7,3612,10,14,2
132963209380593848,-90,8,3613,10,14,2
132963209381367995,-90,7,3614,10,14,2
132963209382229467,-89,8,3615,10,14,2
132963209383174105,-89,8,3616,10,14,2
132963209383732544,-89,8,3617,10,14,2
132963209384323476,-89,8,3618,10,14,2
132963209385138677,-89,8,3619,10,14,2
132963209385856032,-89,8,3620,10,14,2
132963209386476568,-88,8,3621,10,14,2
132963209387362276,-88,8,3622,10,14,2
132963209388107805,-88,8,3623,10,14,2
132963209388719909,-88,7,3624,10,14,2
132963209389583796,-88,8,3625,10,14,2
132963209390179365,-88,8,3626,10,14,2
132963209391048849,-89,9,3627,10,14,2
132963209391736268,-89,8,3628,10,14,2
132963209392476809,-89,8,3629,10,14,2
132963209393183122,-89,8,3630,10,14,2
132963209394027237,-89,8,3631,10,14,2
132963209394752176,-89,8,3632,10,14,2
132963209395594674,-89,8,3633,10,14,2
132963209396408734,-88,9,3634,10,14,2
132963209396927649,-88,8,3635,10,14,2
132963209397755044,-88,8,3636,10,14,2
132963209398448487,-88,8,3637,10,14,2
132963209399212227,-88,8,3638,10,14,2
132963209400022047,-88,8,3639,10,14,2
132963209400566299,-88,8,3640,10,14,2
132963209401254535,-88,8,3641,10,14,2
132963209401841864,-88,8,3642,10,14,2
132963209402884337,-89,8,3643,10,14,2
132963209403716356,-89,8,3644,10,14,2
132963209404355715,-88,8,3645,10,14,2
132963209405321001,-88,8,3646,10,14,2
132963209405984210,-88,8,3647,10,14,2
132963209406489471,-88,8,3648,10,14,2
132963209407268482,-89,8,3649,10,14,2
132963209408011773,-89,8,3650,10,14,2
132963209409017589,-89,8,3651,10,14,2
132963209409537686,-89,8,3652,10,14,2
132963209410279928,-88,8,3653,10,14,2
132963209411146924,-87,8,3654,10,14,2
132963209411700427,-88,8,3655,10,14,2
132963209412565157,-89,8,3656,10,14,2
132963209413401414,-89,8,3657,10,14,2
132963209414332210,-89,8,3658,10,14,2
132963209414912479,-89,8,3659,10,14,2
132963209415460330,-89,8,3660,10,14,2
132963209416398028,-89,8,3661,10,14,2
132963209416977930,-89,8,3662,10,14,2
132963209417827649,-89,8,3663,10,14,2
132963209418426306,-89,8,3664,10,14,2
132963209419518723,-90,8,3665,10,14,2
132963209419901580,-89,8,3666,10,14,2
132963209420718419,-89,9,3667,10,14,2
132963209421343141,-89,8,3668,10,14,2
132963209422376316,-90,8,3669,10,14,2
132963209422890875,-90,7,3670,10,14,2
132963209423749020,-91,8,3671,10,14,2
132963209424388489,-92,8,3672,10,14,2
132963209425127004,-91,8,3673,10,14,2
132963209425954882,-91,7,3674,10,14,2
132963209426784561,-91,7,3675,10,14,2
132963209427598941,-91,8,3676,10,14,2
132963209428133136,-91,7,3677,10,14,2
132963209429193078,-90,8,3678,10,14,2
132963209429721075,-90,8,3679,10,14,2
132963209430475021,-90,8,3680,10,14,2
132963209431392745,-90,8,3681,10,14,2
132963209431957550,-90,7,3682,10,14,2
132963209432556726,-90,7,3683,10,14,2
132963209433327449,-91,8,3684,10,14,2
132963209434164033,-92,7,3685,10,14,2
132963209434705088,-92,8,3686,10,14,2
132963209435475065,-91,7,3687,10,14,2
132963209436072223,-91,7,3688,10,14,2
132963209437005103,-90,7,3689,10,14,2
132963209437781789,-90,8,3690,10,14,2
132963209438545246,-90,7,3691,10,14,2
132963209439350272,-90,8,3692,10,14,2
132963209439976235,-90,7,3693,10,14,2
132963209440717106,-90,7,3694,10,14,2
132963209441558291,-90,8,3695,10,14,2
132963209442314461,-90,7,3696,10,14,2
132963209442939037,-91,7,3697,10,14,2
132963209443843630,-91,7,3698,10,14,2
132963209444743542,-91,8,3699,10,14,2
132963209445154530,-91,8,3700,10,14,2
132963209445909486,-91,8,3701,10,14,2
132963209446738851,-92,7,3702,10,14,2
132963209447573984,-92,7,3703,10,14,2
132963209448374734,-92,7,3704,10,14,2
132963209448900695,-92,7,3705,10,14,2
132963209449844732,-91,8,3706,10,14,2
132963209450618412,-91,7,3707,10,14,2
132963209451099080,-91,8,3708,10,14,2
132963209452065867,-90,7,3709,10,14,2
132963209452653508,-91,7,3710,10,14,2
132963209453373889,-91,7,3711,10,14,2
132963209454170537,-91,7,3712,10,14,2
132963209454792576,-91,8,3713,10,14,2
132963209455636629,-92,8,3714,10,14,2
132963209456233648,-92,8,3715,10,14,2
132963209457227908,-92,8,3716,10,14,2
132963209457772676,-90,8,3717,10,14,2
132963209458595963,-91,7,3718,10,14,2
132963209459197631,-90,7,3719,10,14,2
132963209460223483,-90,7,3720,10,14,2
132963209460770957,-90,8,3721,10,14,2
132963209461570279,-90,7,3722,10,14,2
132963209462417338,-91,8,3723,10,14,2
132963209463216559,-90,7,3724,10,14,2
132963209463737221,-90,7,3725,10,14,2
132963209464636058,-89,8,3726,10,14,2
132963209465334406,-89,8,3727,10,14,2
132963209465967675,-89,8,3728,10,14,2
132963209466855304,-88,8,3729,10,14,2
132963209467668444,-89,9,3730,10,14,2
132963209468199862,-88,8,3731,10,14,2
132963209469001473,-88,9,3732,10,14,2
132963209469759449,-88,8,3733,10,14,2
132963209470465943,-88,8,3734,10,14,2
132963209471200655,-88,8,3735,10,14,2
132963209471995211,-88,9,3736,10,14,2
132963209472808077,-88,8,3737,10,14,2
132963209473608206,-88,8,3738,10,14,2
132963209474146775,-89,9,3739,10,14,2
132963209474854719,-89,8,3740,10,14,2
132963209475601442,-89,8,3741,10,14,2
132963209476371461,-89,8,3742,10,14,2
132963209477172923,-88,9,3743,10,14,2
132963209477843503,-88,8,3744,10,14,2
132963209478560338,-88,8,3745,10,14,2
132963209479376188,-89,8,3746,10,14,2
132963209480082037,-93,8,3747,10,14,2
132963209480773959,-99,4,3748,10,14,2
132963209481617574,-101,-1,3749,10,14,2
132963209482255874,-95,5,3750,10,14,2
132963209483355789,-93,6,3751,10,14,2
132963209483728297,-92,7,3752,10,14,2
132963209484800945,-92,7,3753,10,14,2
132963209485360729,-92,8,3754,10,14,2
132963209486356780,-91,7,3755,10,14,2
132963209486922068,-91,8,3756,10,14,2
132963209487500494,-92,7,3757,10,14,2
132963209488337684,-92,7,3758,10,14,2
132963209489025254,-90,7,3759,10,14,2
132963209489756073,-89,8,3760,10,14,2
132963209490565290,-89,8,3761,10,14,2
132963209491183464,-89,8,3762,10,14,2
132963209492071942,-90,7,3763,10,14,2
132963209493042337,-91,7,3764,10,14,2
132963209493575100,-92,7,3765,10,14,2
132963209494150761,-91,7,3766,10,14,2
132963209494989204,-92,7,3767,10,14,2
132963209495412276,-91,7,3768,10,14,2
132963209496603969,-92,7,3769,10,14,2
132963209497141362,-92,7,3770,10,14,2
132963209497968241,-92,7,3771,10,14,2
132963209498665684,-92,7,3772,10,14,2
132963209499572308,-92,7,3773,10,14,2
132963209500132031,-93,6,3774,10,14,2
132963209501164100,-94,6,3775,10,14,2
132963209501732858,-95,6,3776,10,14,2
132963209502325151,-95,6,3777,10,14,2
132963209503151500,-96,5,3778,10,14,2
132963209503702354,-94,6,3779,10,14,2
132963209504763946,-93,7,3780,10,14,2
132963209505322353,-93,7,3781,10,14,2
132963209506354545,-92,7,3782,10,14,2
132963209506919452,-91,7,3783,10,14,2
132963209507475084,-91,7,3784,10,14,2
132963209508119752,-92,7,3785,10,14,2
132963209509218426,-93,6,3786,10,14,2
132963209509997430,-93,6,3787,10,14,2
132963209510548452,-93,7,3788,10,14,2
132963209511280804,-93,7,3789,10,14,2
132963209511964203,-93,7,3790,10,14,2
132963209512854336,-94,6,3791,10,14,2
132963209513442949,-93,7,3792,10,14,2
132963209514432557,-93,7,3793,10,14,2
132963209514955954,-95,6,3794,10,14,2
132963209515780173,-95,6,3795,10,14,2
132963209516304386,-93,7,3796,10,14,2
132963209517171991,-93,6,3797,10,14,2
132963209517944772,-93,7,3798,10,14,2
132963209518628320,-92,7,3799,10,14,2
132963209519377161,-92,7,3800,10,14,2
132963209520259997,-91,7,3801,10,14,2
