GenerationIndex,GenerationTotalPackets,GenerationRedundancyUsed,MissedPackets,ReceivedPackets,RngResolution,PacketErrorRate,ConfiguredPacketErrorRate,Success,TriggeredByDecodingResult,TriggeredByCompleteLoss,Rank
14,40,20,7,33,40,0.175,0.15,True,False,False,0
0,20,20,4,16,20,0.2,0.2,False,True,False,17
1,20,20,1,19,20,0.05,0.2,False,True,False,20
2,40,20,11,29,40,0.275,0.2,True,False,False,0
3,20,20,4,16,20,0.2,0.2,False,True,False,17
4,20,20,3,17,20,0.15,0.2,False,True,False,18
5,20,20,5,15,20,0.25,0.2,False,True,False,16
6,20,20,3,17,20,0.15,0.2,False,True,False,18
7,20,20,2,18,20,0.1,0.2,False,True,False,19
8,20,20,5,15,20,0.25,0.2,False,True,False,16
9,39,20,7,32,39,0.17948718,0.2,True,False,False,0
10,20,20,4,16,20,0.2,0.2,False,True,False,17
11,39,20,2,37,39,0.051282052,0.2,True,False,False,0
12,40,20,7,33,40,0.175,0.2,True,False,False,0
13,20,20,6,14,20,0.3,0.2,False,True,False,15
14,20,20,4,16,20,0.2,0.2,False,True,False,17
0,20,20,7,13,20,0.35,0.25,False,True,False,14
1,20,20,8,12,20,0.4,0.25,False,True,False,13
2,20,20,2,18,20,0.1,0.25,False,True,False,19
3,20,20,1,19,20,0.05,0.25,False,True,False,20
4,20,20,7,13,20,0.35,0.25,False,True,False,14
5,20,20,2,18,20,0.1,0.25,False,True,False,19
6,40,20,8,32,40,0.2,0.25,True,False,False,0
7,20,20,7,13,20,0.35,0.25,False,True,False,14
8,20,20,7,13,20,0.35,0.25,False,True,False,14
9,20,20,4,16,20,0.2,0.25,False,True,False,17
10,39,20,16,23,39,0.41025642,0.25,True,False,False,0
11,40,20,11,29,40,0.275,0.25,True,False,False,0
12,20,20,5,15,20,0.25,0.25,False,True,False,16
13,20,20,7,13,20,0.35,0.25,False,True,False,14
14,40,20,6,34,40,0.15,0.25,True,False,False,0
0,20,20,8,12,20,0.4,0.3,False,True,False,13
1,20,20,4,16,20,0.2,0.3,False,True,False,17
2,20,20,12,8,20,0.6,0.3,False,True,False,9
3,20,20,4,16,20,0.2,0.3,False,True,False,17
4,20,20,6,14,20,0.3,0.3,False,True,False,15
5,40,20,15,25,40,0.375,0.3,True,False,False,0
6,20,20,3,17,20,0.15,0.3,False,True,False,18
7,39,20,14,25,39,0.35897437,0.3,True,False,False,0
8,20,20,9,11,20,0.45,0.3,False,True,False,12
9,20,20,5,15,20,0.25,0.3,False,True,False,16
10,20,20,7,13,20,0.35,0.3,False,True,False,14
11,20,20,4,16,20,0.2,0.3,False,True,False,17
12,20,20,9,11,20,0.45,0.3,False,True,False,12
13,20,20,5,15,20,0.25,0.3,False,True,False,16
14,20,20,2,18,20,0.1,0.3,False,True,False,19
0,40,20,13,27,40,0.325,0.35000002,True,False,False,0
1,20,20,8,12,20,0.4,0.35000002,False,True,False,13
2,20,20,8,12,20,0.4,0.35000002,False,True,False,13
3,20,20,7,13,20,0.35,0.35000002,False,True,False,14
4,20,20,6,14,20,0.3,0.35000002,False,True,False,15
5,20,20,4,16,20,0.2,0.35000002,False,True,False,17
6,20,20,6,14,20,0.3,0.35000002,False,True,False,15
7,20,20,10,10,20,0.5,0.35000002,False,True,False,11
8,20,20,10,10,20,0.5,0.35000002,False,True,False,11
9,39,20,12,27,39,0.30769232,0.35000002,True,False,False,0
10,20,20,9,11,20,0.45,0.35000002,False,True,False,12
11,20,20,8,12,20,0.4,0.35000002,False,True,False,13
12,40,20,19,21,40,0.475,0.35000002,True,False,False,0
13,20,20,6,14,20,0.3,0.35000002,False,True,False,15
14,40,20,17,23,40,0.425,0.35000002,True,False,False,0
0,40,20,17,23,40,0.425,0.40000004,True,False,False,0
1,20,20,3,17,20,0.15,0.40000004,False,True,False,18
2,40,20,11,29,40,0.275,0.40000004,True,False,False,0
3,36,20,11,25,36,0.30555555,0.40000004,True,False,False,0
4,39,20,12,27,39,0.30769232,0.40000004,True,False,False,0
5,20,20,5,15,20,0.25,0.40000004,False,True,False,16
6,20,20,7,13,20,0.35,0.40000004,False,True,False,14
7,20,20,7,13,20,0.35,0.40000004,False,True,False,14
8,34,20,18,16,34,0.5294118,0.40000004,False,False,False,0
9,39,20,16,23,39,0.41025642,0.40000004,True,False,False,0
10,40,20,16,24,40,0.4,0.40000004,True,False,False,0
11,40,20,18,22,40,0.45,0.40000004,True,False,False,0
12,20,20,10,10,20,0.5,0.40000004,False,True,False,11
13,40,20,13,27,40,0.325,0.40000004,True,False,False,0
14,38,20,15,23,38,0.39473686,0.40000004,True,False,False,0
0,20,20,8,12,20,0.4,0.45000005,False,True,False,13
1,40,20,22,18,40,0.55,0.45000005,False,False,False,0
2,20,20,11,9,20,0.55,0.45000005,False,True,False,10
3,39,20,19,20,39,0.4871795,0.45000005,False,False,False,0
4,40,20,20,20,40,0.5,0.45000005,False,False,False,0
5,20,20,8,12,20,0.4,0.45000005,False,True,False,13
6,39,20,17,22,39,0.43589744,0.45000005,True,False,False,0
7,36,20,17,19,36,0.4722222,0.45000005,False,False,False,0
8,39,20,17,22,39,0.43589744,0.45000005,True,False,False,0
9,20,20,8,12,20,0.4,0.45000005,False,True,False,13
10,40,20,21,19,40,0.525,0.45000005,False,False,False,0
11,39,20,14,25,39,0.35897437,0.45000005,True,False,False,0
12,40,20,26,14,40,0.65,0.45000005,False,False,False,0
13,40,20,13,27,40,0.325,0.45000005,True,False,False,0
14,20,20,8,12,20,0.4,0.45000005,False,True,False,13
0,39,20,15,24,39,0.3846154,0.50000006,True,False,False,0
1,40,20,19,21,40,0.475,0.50000006,True,False,False,0
2,20,20,11,9,20,0.55,0.50000006,False,True,False,10
3,40,20,21,19,40,0.525,0.50000006,False,False,False,0
4,39,20,26,13,39,0.6666667,0.50000006,False,False,False,0
5,20,20,10,10,20,0.5,0.50000006,False,True,False,11
6,38,20,18,20,38,0.47368422,0.50000006,False,False,False,0
7,20,20,10,10,20,0.5,0.50000006,False,True,False,11
8,39,20,22,17,39,0.5641026,0.50000006,False,False,False,0
9,39,20,19,20,39,0.4871795,0.50000006,False,False,False,0
10,40,20,22,18,40,0.55,0.50000006,False,False,False,0
11,39,20,19,20,39,0.4871795,0.50000006,False,False,False,0
12,20,20,7,13,20,0.35,0.50000006,False,True,False,14
